bibcode,mespos,nbmes,oidref,qual,upvsini,vsini,vsini_err,vsini_err_prec,vsini_prec
"2002A&A...393..897R",2,,2407073,D,,180.0,,,0
"2007A&A...463..671R",1,0,2407073,D,,180.0,,,0
"2011A&A...536A..71J",1,,833961,D,,3.14,,,2
"1970CoAsi.239....1B",2,30,1090877,D,,95.0,,,0
"1970CoKwa.189....0U",1,,1090877,D,,95.0,,,0
"2010AJ....140.1911B",1,,1759594,,,1.92,,,2
"2011AJ....142..146W",2,,3018712,C,,240.0,5.0,0,0
"2011A&A...531A...8J",1,,3429631,,,11.8,,,1
"2006AJ....132.2135S",1,,3878736,D,,8.8,,,1
"2011A&A...531A...8J",1,,2201161,,,3.1,,,1
"2011A&A...536A..71J",1,,3515470,D,,3.23,,,2
"2018A&A...615A..40R",1,,3151683,,,75.0,,32767,0
"2018A&A...615A..40R",1,,15056156,,,150.0,,32767,0
"2005PASJ...57...13T",1,,2726113,,,10.0,,,0
"2009ApJ...704..975J",2,,1580552,D,,28.2,0.7,1,1
"1970CoAsi.239....1B",1,7,1325074,D,,8.0,,,0
"2011A&A...531A...8J",1,,3181370,,,1.8,,,1
"2016A&A...594A..39F",1,,9375638,,,258.0,163.0,0,0
"1970CoAsi.239....1B",2,10,2541701,D,,10.0,,,0
"2008AJ....135..209M",1,1,2541701,,,1.9,,,1
"2006ApJ...648..580H",1,,3268831,D,,92.0,9.0,0,0
"2006A&A...460..695T",1,,3357822,C,,30.9,3.1,1,1
"2009A&A...496..841H",1,,3759173,,,220.0,,,0
"1970CoAsi.239....1B",2,10,448598,D,,10.0,,,0
"1970CoKwa.189....0U",1,,448598,D,<,19.0,,,0
"2011A&A...531A...8J",2,,1250283,,,3.5,,,1
"1970CoAsi.239....1B",3,8,719294,D,,41.0,,,0
"2002ApJ...573..359A",2,,178462,D,,20.0,,,0
"2010ApJ...722..605H",1,,178462,,,29.0,23.0,0,0
"2010AJ....140.1911B",1,,301627,,,2.26,,,2
"2007AJ....133.1092W",2,,54333,D,,130.0,,,0
"2011A&A...531A...8J",1,,2620598,,,2.4,,,1
"1970CoAsi.239....1B",4,18,1553519,D,,150.0,,,0
"1970CoKwa.189....0U",3,,1553519,D,,150.0,,,0
"2002ApJ...573..359A",2,,1553519,D,,130.0,,,0
"2010ApJ...722..605H",1,,1553519,,,105.0,9.0,0,0
"2011A&A...531A...8J",1,,3142075,,,2.4,,,1
"2010AJ....140.1911B",1,,1622382,,,1.96,,,2
"2006A&A...460..695T",1,,3313842,C,,47.0,4.7,1,1
"2006A&A...460..695T",1,,2489179,C,,45.0,0.1,1,1
"2016A&A...594A..39F",1,,2950581,,,159.0,67.0,0,0
"1995ApJS...99..135A",2,,154370,D,,21.0,,,0
"2002A&A...393..897R",1,,154370,D,,29.0,,,0
"2016A&A...594A..39F",1,,12445114,,,150.0,92.0,0,0
"2016A&A...594A..39F",1,,2950933,,,243.0,61.0,0,0
"2002ApJ...573..359A",1,,787247,D,,120.0,,,0
"1970CoAsi.239....1B",3,3,962991,D,,25.0,,,0
"1970CoKwa.189....0U",2,,962991,D,,28.0,,,0
"2012A&A...542A.116A",1,,962991,,,13.4,1.9,1,1
"2018A&A...615A..40R",1,,15056139,,,80.0,,32767,0
"2006ApJ...648..580H",2,,176203,D,,182.0,8.0,0,0
"1970CoAsi.239....1B",4,10,458859,D,,80.0,,,0
"1995ApJS...99..135A",3,,458859,D,,63.0,,,0
"2002A&A...393..897R",2,,458859,D,,73.0,,,0
"2018A&A...615A..40R",1,,3151701,,,75.0,,32767,0
"2018A&A...615A..40R",1,,15056144,,,180.0,,32767,0
"2018A&A...615A..40R",1,,7898739,,,120.0,,32767,0
"2018A&A...615A..40R",1,,15056148,,,140.0,,32767,0
"2006AJ....132.2135S",1,,3878749,D,,11.2,,,1
"2006A&A...460..695T",1,,3303790,C,,20.6,2.1,1,1
"2015MNRAS.450.2764N",1,,2950441,,,40.0,2.0,0,0
"2015MNRAS.450.2764N",1,,2950920,,,27.0,2.0,0,0
"2008AJ....135..209M",1,2,2050068,,,0.0,,,1
"2006A&A...460..695T",1,,1387476,C,,7.4,1.2,1,1
"2006A&A...460..695T",1,,3306405,C,,88.0,2.8,1,1
"2011ApJ...738..122C",1,,2311400,,,33.0,2.0,0,0
"2008A&A...479..541H",2,,3133166,,,40.0,,,0
"2009A&A...496..841H",1,,3133166,,,40.0,,,0
"1970CoKwa.189....0U",4,,1946286,D,,59.0,,,0
"1995ApJS...99..135A",3,,1946286,D,,81.0,,,0
"2002A&A...393..897R",2,,1946286,D,,92.0,,,0
"2007A&A...463..671R",1,0,1946286,D,,92.0,,,0
"2008A&A...479..541H",2,,3889988,,,161.0,,,0
"2009A&A...496..841H",1,,3889988,,,161.0,,,0
"2007A&A...462..683M",1,,6267948,,,223.0,34.0,0,0
"1970CoAsi.239....1B",1,5,3531321,D,,50.0,,,0
"2010A&A...520A..79M",1,,3382990,,,3.23,,,2
"1970CoAsi.239....1B",2,5,1409190,D,,60.0,,,0
"1970CoKwa.189....0U",1,,1409190,D,,60.0,,,0
"2020A&A...639A..81B",1,,797715,,,53.0,,32767,0
"2002ApJ...573..359A",2,,2775639,D,,210.0,,,0
"2012AJ....144..130B",1,,2775639,D,,145.0,6.0,0,0
"2006A&A...460..695T",1,,3038644,C,,20.1,2.0,1,1
"2010ApJ...722..605H",1,,271331,,,162.0,8.0,0,0
"2009MNRAS.400..317J",1,,2669211,,,41.9,2.0,1,1
"2007A&A...463..671R",1,0,121051,D,,91.0,,,0
"2002ApJ...573..359A",1,,964066,D,,310.0,,,0
"2012MNRAS.423.2966J",1,,8377769,D,,23.0,5.6,1,1
"2010MNRAS.407..465J",1,,6358882,D,,9.3,3.9,1,1
"2020A&A...639A..81B",1,,3521561,,,252.0,,32767,0
"2018A&A...615A..40R",1,,15056151,,,60.0,,32767,0
"2018A&A...615A..40R",1,,15056155,,,75.0,,32767,0
"2006ApJ...648..580H",2,,136631,D,,120.0,10.0,0,0
"1995ApJS...99..135A",4,,1475944,D,,110.0,,,0
"2002A&A...393..897R",3,,1475944,D,,123.0,,,0
"2007A&A...463..671R",2,0,1475944,D,,123.0,,,0
"1995ApJS...99..135A",3,,2252971,D,,85.0,,,0
"2002A&A...393..897R",2,,2252971,D,,96.0,,,0
"1970CoAsi.239....1B",6,10,121051,D,,105.0,,,0
"1970CoKwa.189....0U",5,,121051,D,,86.0,,,0
"1995ApJS...99..135A",4,,121051,D,,80.0,,,0
"2002A&A...393..897R",3,,121051,D,,91.0,,,0
"1995ApJS...99..135A",3,,2128573,D,,45.0,,,0
"2002A&A...393..897R",2,,2128573,D,,54.0,,,0
"2007A&A...463..671R",1,0,2128573,D,,54.0,,,0
"2002A&A...393..897R",2,,2351778,D,,104.0,,,0
"2007A&A...463..671R",1,0,2351778,D,,104.0,,,0
"2008A&A...479..541H",2,,3259796,,,27.0,,,0
"2009A&A...496..841H",1,,3259796,,,27.0,,,0
"2006PASP..118.1656S",1,16,2010303,,,4.7,,,1
"1970CoAsi.239....1B",5,15,2907770,D,,150.0,,,0
"1970CoKwa.189....0U",4,,2907770,D,,150.0,,,0
"1995ApJS...99..135A",3,,2907770,D,,150.0,,,0
"2002A&A...393..897R",2,,2907770,D,,165.0,,,0
"2007A&A...463..671R",1,0,2907770,D,,165.0,,,0
"2002ApJ...573..359A",2,,720344,D,,70.0,,,0
"2010ApJ...722..605H",1,,720344,,,52.0,14.0,0,0
"2007AJ....134.1570D",1,,3267912,D,,224.0,15.0,0,0
"2012AJ....144..130B",1,,889974,D,,95.0,15.0,0,0
"2010AJ....140.1911B",1,,1357738,,,1.0,,,2
"1995ApJS...99..135A",2,,1595936,D,,35.0,,,0
"2002A&A...393..897R",1,,1595936,D,,44.0,,,0
"1970CoAsi.239....1B",2,7,85363,D,,8.0,,,0
"1970CoKwa.189....0U",1,,85363,D,<,17.0,,,0
"1970CoKwa.189....0U",3,,2929239,D,,55.0,,,0
"2010A&A...520A..79M",4,,308425,,,4.06,,,2
"2009A&A...493.1099S",5,,917791,D,,5.4,,,1
"2010AJ....140.1911B",1,,580546,,,1.5,,,2
"2010ApJ...722..605H",1,,973475,,,100.0,10.0,0,0
"1970CoKwa.189....0U",2,,3301984,D,,0.0,,,0
"2009A&A...493.1099S",1,,3301984,D,,4.0,,,1
"2011A&A...526A.127P",1,,1128196,,,5.1,,,1
"2009A&A...493.1099S",2,,3139117,D,,15.0,,,1
"1970CoAsi.239....1B",4,7,2050068,D,,8.0,,,0
"1970CoKwa.189....0U",3,,2050068,D,<,17.0,,,0
"2010AJ....139.1383G",2,,7883506,,,13.6,1.0,1,1
"2010AJ....139.1383G",2,,7883697,,,14.5,2.5,1,1
"2012A&A...542A.116A",1,,3139117,,,13.5,0.7,1,1
"2010ApJ...722..605H",1,,792957,,,83.0,4.0,0,0
"2007AJ....133.2524W",1,,831997,,,69.88,2.84,2,2
"2010ApJ...722..605H",1,,167191,,,149.0,11.0,0,0
"2011A&A...531A...8J",1,,2592365,,,0.8,,,1
"2015MNRAS.450.2764N",2,,2949639,,,215.0,7.0,0,0
"2010AJ....140.1911B",1,,319733,,,1.26,,,2
"2018A&A...615A..40R",1,,15056140,,,100.0,,32767,0
"2010AJ....140.1911B",1,,1538301,,,1.09,,,2
"2010AJ....140.1911B",1,,2744846,,,1.87,,,2
"2006ApJ...648..580H",1,,269818,D,,54.0,12.0,0,0
"1970CoAsi.239....1B",3,30,2529352,D,,160.0,,,0
"1970CoKwa.189....0U",2,,2529352,D,,160.0,,,0
"2012ApJ...745...56D",1,,2529352,,,287.0,26.0,2,2
"1970CoAsi.239....1B",2,5,3099518,D,,30.0,,,0
"1970CoKwa.189....0U",1,,3099518,D,,33.0,,,0
"2018A&A...615A..40R",1,,15056141,,,250.0,,32767,0
"1995ApJS...99..135A",3,,1823976,D,,155.0,,,0
"2002A&A...393..897R",2,,1823976,D,,170.0,,,0
"2007A&A...463..671R",1,0,1823976,D,,170.0,,,0
"2010AJ....140.1911B",1,,1879851,,,3.07,,,2
"2012AJ....144..130B",1,,959028,D,,35.0,2.0,0,0
"2015MNRAS.450.2764N",1,,2949912,,,27.0,1.0,0,0
"2015MNRAS.450.2764N",1,,2924464,,,163.0,5.0,0,0
"2015MNRAS.450.2764N",1,,2951035,,,102.0,3.0,0,0
"2015MNRAS.450.2764N",1,,2951050,,,172.0,4.0,0,0
"2009A&A...493.1099S",1,,1705351,D,,8.8,,,1
"2008A&A...479..541H",2,,3890018,,,75.0,,,0
"2009A&A...496..841H",1,,3890018,,,75.0,,,0
"2002ApJ...573..359A",1,,2953841,D,,225.0,,,0
"2011A&A...536A..71J",1,,3325632,D,,1.31,,,2
"2010ApJ...722..605H",1,,84377,,,199.0,9.0,0,0
"2007MNRAS.379.1546T",1,,4168790,D,,150.3,26.9,2,1
"2018A&A...615A..40R",1,,15056145,,,80.0,,32767,0
"2018A&A...615A..40R",1,,3151354,,,90.0,,32767,0
"2018A&A...615A..40R",1,,3151664,,,80.0,,32767,0
"2018A&A...615A..40R",1,,15056150,,,90.0,,32767,0
"2018A&A...615A..40R",1,,3151680,,,220.0,,32767,0
"2018A&A...615A..40R",1,,15056154,,,180.0,,32767,0
"2007A&A...462..683M",1,,4109314,,,319.0,10.0,0,0
"1970CoKwa.189....0U",1,,3505578,D,,107.0,,,0
"2011A&A...531A...8J",1,,1607072,,,1.4,,,1
"1970CoAsi.239....1B",5,15,2735885,D,,360.0,,,0
"1970CoKwa.189....0U",4,,2735885,D,,331.0,,,0
"1995ApJS...99..135A",3,,2735885,D,,295.0,,,0
"2002A&A...393..897R",2,,2735885,D,,317.0,,,0
"2007A&A...463..671R",1,0,2735885,D,,317.0,,,0
"1970CoAsi.239....1B",1,10,3285958,D,,80.0,,,0
"2020A&A...639A..81B",1,,2315414,,,82.0,,32767,0
"2010AJ....140.1911B",1,,727949,,,2.56,,,2
"2006A&A...460..695T",1,,1286681,C,,4.0,1.2,1,1
"1995ApJS...99..135A",3,,275810,D,,15.0,,,0
"2002A&A...393..897R",2,,275810,D,,26.0,,,0
"2002A&A...393..897R",1,,275810,D,,25.0,,,0
"2008AJ....135..209M",2,2,1832932,,,1.0,,,1
"2011A&A...536A..71J",1,,1832932,D,,2.24,,,2
"2010AJ....140.1911B",1,,857717,,,0.93,,,2
"1970CoAsi.239....1B",2,5,732587,D,,5.0,,,0
"1970CoKwa.189....0U",1,,732587,D,<,10.0,,,0
"2007AJ....134.1570D",1,,57781,D,,369.0,,,0
"2012AJ....144..130B",1,,1017001,D,,9.0,1.0,0,0
"2006A&A...460..695T",1,,671165,C,,2.9,1.2,1,1
"1970CoAsi.239....1B",2,15,592795,D,,100.0,,,0
"1970CoKwa.189....0U",1,,592795,D,,100.0,,,0
"1970CoKwa.189....0U",1,,1612098,D,,190.0,,,0
"2006A&A...460..695T",1,,3029933,C,,38.0,3.8,1,1
"2010AJ....140.1911B",1,,1044571,,,1.93,,,2
"2011A&A...536A..71J",1,,3498921,D,,1.42,,,2
"2010AJ....140.1911B",1,,6968180,,,0.62,,,2
"2010AJ....140.1911B",1,,2529139,,,3.16,,,2
"1970CoAsi.239....1B",3,10,1764049,D,,10.0,,,0
"1970CoKwa.189....0U",2,,1764049,D,<,19.0,,,0
"2008AJ....135..209M",1,8,1764049,,,2.1,,,1
"2010AJ....140.1911B",1,,7098441,,,0.52,,,2
"2006A&A...460..695T",1,,3431877,C,,6.9,1.2,1,1
"2008A&A...479..541H",2,,3888630,,,65.0,,,0
"2009A&A...496..841H",1,,3888630,,,65.0,,,0
"1995ApJS...99..135A",3,,978045,D,,70.0,,,0
"2002A&A...393..897R",2,,978045,D,,81.0,,,0
"2007A&A...463..671R",1,0,978045,D,,81.0,,,0
"2009A&A...496..841H",1,,3186472,,,230.0,,,0
"1970CoAsi.239....1B",1,21,2367797,D,,205.0,,,0
"1970CoAsi.239....1B",5,20,1976862,D,,200.0,,,0
"1970CoKwa.189....0U",4,,1976862,D,,183.0,,,0
"1995ApJS...99..135A",3,,1976862,D,,180.0,,,0
"2002A&A...393..897R",2,,1976862,D,,196.0,,,0
"2007A&A...463..671R",1,0,1976862,D,,196.0,,,0
"2011A&A...531A...8J",1,,1316601,,,4.0,,,1
"1970CoAsi.239....1B",3,7,1344629,D,,8.0,,,0
"2002ApJ...573..359A",2,,2063925,D,,115.0,,,0
"2002ApJ...573..359A",3,,2908811,D,,45.0,,,0
"2002ApJ...573..359A",3,,94262,D,,90.0,,,0
"1970CoKwa.189....0U",2,,1344629,D,<,17.0,,,0
"2008AJ....135..209M",1,3,1344629,,,0.0,,,1
"2007AJ....133.2524W",2,,618678,,,26.85,1.81,2,2
"2007AJ....133.2524W",1,,618678,,,10.0,,,0
"2010ApJ...722..605H",1,,47492,,,60.0,21.0,0,0
"2018A&A...615A..40R",1,,15056149,,,170.0,,32767,0
"2018A&A...615A..40R",1,,15056153,,,90.0,,32767,0
"2015MNRAS.450.2764N",1,,2949687,,,110.0,13.0,0,0
"2015MNRAS.450.2764N",1,,2950929,,,13.0,1.0,0,0
"2008AJ....135..209M",1,6,2872638,,,5.6,,,1
"2010AJ....140.1911B",1,,549787,,,0.0,,,2
"2011A&A...531A.143D",1,,3335545,,,264.4,6.0,1,1
"2002A&A...393..897R",2,,3498215,D,,61.0,,,0
"2007A&A...463..671R",1,0,3498215,D,,61.0,,,0
"2016A&A...594A..39F",1,,12445123,,,299.0,70.0,0,0
"2007MNRAS.379.1546T",1,,4168766,D,,79.8,7.93,2,1
"2016A&A...594A..39F",1,,12445136,,,241.0,114.0,0,0
"2016A&A...594A..39F",1,,12445142,,,174.0,93.0,0,0
"2016A&A...594A..39F",1,,9277118,,,122.0,122.0,0,0
"2016A&A...594A..39F",1,,6804829,,,174.0,135.0,0,0
"2009ApJ...704..975J",1,,1494442,D,,4.5,,,1
"2006AJ....132.2135S",1,,3878814,D,,10.9,,,1
"2018A&A...615A..40R",1,,3151709,,,90.0,,32767,0
"2018A&A...615A..40R",1,,3151708,,,100.0,,32767,0
"2006A&A...460..695T",1,,1875109,C,,4.6,1.2,1,1
"2006ApJ...648..580H",1,,4694449,D,,23.0,43.0,0,0
"2012MNRAS.423..122B",2,,2948727,,,1.0,,,1
"1970CoKwa.189....0U",2,,929678,D,,245.0,,,0
"2002ApJ...573..359A",1,,929678,D,,180.0,,,0
"2006A&A...460..695T",1,,4494790,C,,55.0,5.5,1,1
"2011A&A...536A..71J",1,,3042369,D,,2.81,,,2
"2012AJ....144..130B",1,,946510,D,,31.0,5.0,0,0
"1995ApJS...99..135A",4,,258108,D,,125.0,,,0
"2002A&A...393..897R",3,,258108,D,,138.0,,,0
"2007A&A...463..671R",2,0,258108,D,,138.0,,,0
"2009A&A...493.1099S",1,,258108,D,,168.2,,,1
"2007AJ....134.1570D",2,,3596340,D,,15.0,4.0,0,0
"2010ApJ...722..605H",1,,3596340,,,23.0,15.0,0,0
"1970CoAsi.239....1B",3,11,1523086,D,,112.0,,,0
"1970CoKwa.189....0U",2,,1523086,D,,95.0,,,0
"2009A&A...493.1099S",1,,1523086,D,,81.6,,,1
"1970CoKwa.189....0U",4,,320285,D,,225.0,,,0
"1995ApJS...99..135A",3,,320285,D,,180.0,,,0
"2002A&A...393..897R",2,,320285,D,,196.0,,,0
"2007A&A...463..671R",1,0,320285,D,,196.0,,,0
"2002ApJ...573..359A",1,,93235,D,,250.0,,,0
"2006A&A...460..695T",1,,2569562,D,,5.0,,,0
"1970CoKwa.189....0U",1,,2673106,D,,67.0,,,0
"2010ApJ...723..684B",1,,3950011,,,12.31,0.15,2,2
"1995ApJS...99..135A",2,,202582,D,,68.0,,,0
"2002A&A...393..897R",1,,202582,D,,78.0,,,0
"1970CoAsi.239....1B",1,2,3531307,D,,20.0,,,0
"2008A&A...479..541H",2,,3744304,,,307.0,,,0
"2009A&A...496..841H",1,,3744304,,,307.0,,,0
"1970CoAsi.239....1B",3,18,798825,D,,45.0,,,0
"1970CoKwa.189....0U",2,,798825,D,,45.0,,,0
"2012AJ....144..130B",1,,798825,D,,30.0,4.0,0,0
"2008AJ....135..209M",1,2,467347,,,0.0,,,1
"2007A&A...462..683M",1,,6267897,,,39.0,10.0,0,0
"1970CoAsi.239....1B",8,5,959315,D,,55.0,,,0
"2006AJ....132.2135S",1,,3878665,D,,7.6,,,1
"1970CoAsi.239....1B",2,10,1357707,D,,10.0,,,0
"1970CoKwa.189....0U",1,,1357707,D,<,19.0,,,0
"1970CoKwa.189....0U",1,,1042080,D,,0.0,,,0
"2006A&A...460..695T",1,,963818,C,,1.8,1.2,1,1
"2011AJ....142..146W",1,,2805744,C,,119.0,10.0,0,0
"1995ApJS...99..135A",3,,703061,D,,18.0,,,0
"2002A&A...393..897R",2,,703061,D,,26.0,,,0
"2011A&A...531A.143D",1,,703061,,,20.4,0.4,1,1
"2006A&A...460..695T",1,,3272608,D,,39.0,3.0,0,0
"1970CoKwa.189....0U",4,,438969,D,,325.0,,,0
"1995ApJS...99..135A",3,,438969,D,,205.0,,,0
"2002A&A...393..897R",2,,438969,D,,222.0,,,0
"2007A&A...463..671R",1,0,438969,D,,222.0,,,0
"1995ApJS...99..135A",2,,928364,D,,23.0,,,0
"2002A&A...393..897R",1,,928364,D,,31.0,,,0
"2006A&A...460..695T",1,,3365426,C,,11.9,1.2,1,1
"2010ApJ...723..684B",1,,1782475,,,28.65,1.01,2,2
"2015MNRAS.450.2764N",1,,2951014,,,257.0,11.0,0,0
"1970CoAsi.239....1B",1,28,3531327,D,,280.0,,,0
"2008A&A...479..541H",2,,3888651,,,154.0,,,0
"2009A&A...496..841H",1,,3888651,,,154.0,,,0
"2009ApJ...700.1216M",1,,2315972,,,295.0,31.0,0,0
"1970CoAsi.239....1B",2,1,233451,D,,7.0,,,0
"1970CoKwa.189....0U",1,,233451,D,,7.0,,,0
"2010AJ....140.1911B",1,,2713360,,,2.11,,,2
"1970CoAsi.239....1B",1,19,2367781,D,,185.0,,,0
"2010AJ....140.1911B",1,,499278,,,2.18,,,2
"2002ApJ...573..359A",1,,236488,D,,225.0,,,0
"2002ApJ...573..359A",1,,880817,D,,130.0,,,0
"2006A&A...460..695T",1,,1411835,C,,8.7,1.2,1,1
"2007A&A...462..683M",1,,6267867,,,153.0,15.0,0,0
"1970CoAsi.239....1B",2,10,2957888,D,,10.0,,,0
"1970CoKwa.189....0U",1,,2957888,D,<,19.0,,,0
"2007AJ....134.1570D",1,,161318,D,,92.0,,,0
"2006A&A...460..695T",1,,2358145,D,,28.0,,,1
"2010AJ....140.1911B",1,,832130,,,2.24,,,2
"1970CoAsi.239....1B",2,12,366076,D,,13.0,,,0
"1970CoKwa.189....0U",1,,366076,D,<,25.0,,,0
"1995ApJS...99..135A",5,,2593169,D,,63.0,,,0
"2002A&A...393..897R",4,,2593169,D,,50.0,,,0
"2007AJ....133.2524W",2,,1588880,,,18.9,,,2
"2002A&A...393..897R",3,,2593169,D,,52.0,,,0
"2015MNRAS.450.2764N",1,,2949897,,,105.0,2.0,0,0
"2015MNRAS.450.2764N",1,,114520,,,53.0,2.0,0,0
"2015MNRAS.450.2764N",1,,2949561,,,260.0,9.0,0,0
"2015MNRAS.450.2764N",1,,2950371,,,106.0,4.0,0,0
"2015MNRAS.450.2764N",1,,2950821,,,8.0,1.0,0,0
"2009A&A...493.1099S",2,,2593169,D,,53.7,,,1
"2011A&A...531A.143D",1,,2593169,,,51.7,1.0,1,1
"2018A&A...615A..40R",1,,15056157,,,150.0,,32767,0
"2006A&A...460..695T",1,,916472,C,,40.0,4.0,1,1
"1995ApJS...99..135A",4,,456263,D,,20.0,,,0
"2002A&A...393..897R",3,,456263,D,,34.0,,,0
"2002A&A...393..897R",2,,456263,D,,38.0,,,0
"2007A&A...463..671R",1,0,456263,D,,34.0,,,0
"2008AJ....135..209M",1,2,2211502,,,1.8,,,1
"2010AJ....140.1911B",1,,1865855,,,0.0,,,2
"2010ApJ...722..605H",1,,777928,,,404.0,14.0,0,0
"2010ApJ...722..605H",1,,792943,,,57.0,11.0,0,0
"2006AJ....132.2135S",1,,3878707,D,,10.9,,,1
"2015MNRAS.450.2764N",1,,2950451,,,15.0,1.0,0,0
"2015MNRAS.450.2764N",1,,2950979,,,83.0,4.0,0,0
"2015MNRAS.450.2764N",1,,2950379,,,121.0,6.0,0,0
"1970CoKwa.189....0U",7,,959315,D,,31.0,,,0
"2002ApJ...573..359A",6,,959315,D,,30.0,,,0
"2006A&A...460..695T",1,,3443823,C,,20.8,0.7,1,1
"2011A&A...531A...8J",1,,667311,,,2.0,,,1
"2008A&A...479..541H",2,,3889989,,,36.0,,,0
"2009A&A...496..841H",1,,3889989,,,36.0,,,0
"1970CoKwa.189....0U",1,,3285823,D,,23.0,,,0
"2015MNRAS.450.2764N",1,,2950225,,,22.0,1.0,0,0
"2010AJ....140.1911B",1,,7238482,,,4.01,,,2
"1970CoAsi.239....1B",2,7,141646,D,,70.0,,,0
"1970CoKwa.189....0U",1,,141646,D,,70.0,,,0
"2015MNRAS.450.2764N",1,,2949205,,,155.0,5.0,0,0
"2015MNRAS.450.2764N",1,,2948859,,,206.0,5.0,0,0
"2015MNRAS.450.2764N",1,,2949378,,,122.0,6.0,0,0
"2006A&A...460..695T",1,,1157988,C,,34.1,3.4,1,1
"2002ApJ...573..359A",2,,47928,D,,40.0,,,0
"2010ApJ...722..605H",1,,47928,,,41.0,17.0,0,0
"2008A&A...479..541H",2,,3085889,,,178.0,,,0
"2009A&A...496..841H",1,,3085889,,,178.0,,,0
"2006A&A...460..695T",1,,1071815,C,,6.6,1.2,1,1
"2002ApJ...573..359A",2,,1546837,D,,50.0,,,0
"2010ApJ...722..605H",1,,1546837,,,31.0,18.0,0,0
"2013A&A...551A..30B",1,,2384431,,,7.0,1.0,0,0
"2009ApJ...700.1216M",1,,3235620,,,190.0,4.0,0,0
"2006ApJ...648..580H",1,,3268792,D,,225.0,10.0,0,0
"2018A&A...615A..40R",1,,15056161,,,160.0,,32767,0
"2018A&A...615A..40R",1,,15056163,,,90.0,,32767,0
"2010A&A...520A..79M",1,,236558,,,6.79,,,2
"2012MNRAS.423.2966J",1,,8377754,D,,22.9,2.1,1,1
"2010AJ....140.1911B",1,,450433,,,1.67,,,2
"2012A&A...542A.115B",1,,769918,,,19.3,2.0,1,1
"2006ApJ...648..580H",1,,269799,D,,180.0,19.0,0,0
"2008AJ....135..209M",1,4,1554431,,,0.0,,,1
"1970CoKwa.189....0U",1,,688019,D,,300.0,,,0
"1970CoAsi.239....1B",2,6,3306863,D,,6.0,,,0
"2011A&A...536A..71J",1,,3306863,D,,2.51,,,2
"1970CoAsi.239....1B",2,20,1956829,D,,110.0,,,0
"1970CoKwa.189....0U",1,,1956829,D,,101.0,,,0
"1970CoAsi.239....1B",3,5,2138914,D,,40.0,,,0
"1970CoKwa.189....0U",2,,2138914,D,,40.0,,,0
"2009A&A...493.1099S",1,,2138914,D,,37.0,,,1
"2017A&A...597A..22S",3,,959315,,,29.0,,,0
"2017A&A...597A..22S",2,,959315,,,26.0,,,0
"1995ApJS...99..135A",3,,2689524,D,,180.0,,,0
"2002A&A...393..897R",2,,2689524,D,,196.0,,,0
"2007A&A...463..671R",1,0,2689524,D,,196.0,,,0
"1995ApJS...99..135A",3,,2511953,D,,68.0,,,0
"2002A&A...393..897R",2,,2511953,D,,78.0,,,0
"2007A&A...463..671R",1,0,2511953,D,,78.0,,,0
"2012A&A...542A.116A",1,,865007,,,17.4,6.2,1,1
"2020A&A...639A..81B",1,,959315,,,26.0,,32767,0
"1995ApJS...99..135A",3,,709574,D,,93.0,,,0
"2002A&A...393..897R",2,,709574,D,,105.0,,,0
"2007A&A...463..671R",1,0,709574,D,,105.0,,,0
"1995ApJS...99..135A",3,,2836764,D,,73.0,,,0
"2002A&A...393..897R",2,,2836764,D,,84.0,,,0
"2007A&A...463..671R",1,0,2836764,D,,84.0,,,0
"2015MNRAS.450.2764N",1,,2949522,,,125.0,4.0,0,0
"2015MNRAS.450.2764N",1,,2950333,,,127.0,3.0,0,0
"2010A&A...520A..79M",1,,2132530,,,4.83,,,2
"2002A&A...393..897R",1,,2004421,D,,64.0,,,0
"2006A&A...460..695T",1,,2340315,C,,15.8,1.2,1,1
"2006AJ....132.2135S",1,,3878715,D,,10.0,,,0
"2012MNRAS.423.2966J",1,,8377762,D,,50.6,2.2,1,1
"2010ApJ...722..605H",1,,1069920,,,273.0,7.0,0,0
"2006A&A...460..695T",1,,2489981,C,,32.0,3.2,1,1
"2008AJ....135..209M",1,2,2306066,,,3.4,,,1
"2010ApJ...722..605H",1,,169188,,,78.0,22.0,0,0
"2006PASP..118.1656S",1,16,2092598,,,3.4,,,1
"2002A&A...393..897R",3,,247378,D,,76.0,,,0
"2002A&A...393..897R",2,,247378,D,,76.0,,,0
"2002ApJ...573..359A",1,,247378,D,,70.0,,,0
"1970CoAsi.239....1B",1,13,2520769,D,,132.0,,,0
"1970CoAsi.239....1B",3,10,819651,D,,80.0,,,0
"2018A&A...615A..40R",1,,15056165,,,233.0,,32767,0
"2006A&A...460..695T",2,,3289743,D,,22.2,0.2,1,1
"2010AJ....139.1383G",2,,854792,,,10.3,0.3,1,1
"2010AJ....139.1383G",2,,7883356,,,10.0,,,1
"1970CoAsi.239....1B",3,23,3189593,D,,325.0,,,0
"1970CoKwa.189....0U",2,,3189593,D,,356.0,,,0
"2010AJ....139.1383G",2,,7883503,,,13.9,2.0,1,1
"2010AJ....139.1383G",2,,7883100,,,50.4,1.9,1,1
"2010AJ....139.1383G",2,,7883276,,,10.0,,,1
"1995ApJS...99..135A",2,,819651,D,,83.0,,,0
"2002A&A...393..897R",1,,819651,D,,94.0,,,0
"2008A&A...479..541H",2,,3261022,,,105.0,,,0
